MinutesPlayed,Tackles,MissedTackles,Carries,MetersGained,CleanBreaks,DefendersBeaten,Offloads,TurnoversWon,TurnoversConceded,PenaltiesConceded,Tries,Conversions,PenaltyGoals,DropGoals,YellowCards,RedCards,Points,MatchID,Team,PlayerID,PlayerName,Position
47,8,0,8,19,1,4,0,3,0,1,1,0,0,0,0,0,5,M007,Stormers,STO_06,Stormers Player 06,Blindside Flanker
73,7,0,5,16,0,2,0,0,1,1,0,0,0,0,0,0,0,M007,Stormers,STO_01,Stormers Player 01,Loosehead Prop
60,9,1,5,6,0,3,1,1,0,2,0,0,0,0,0,0,0,M008,Lions,LIO_18,Lions Player 18,Tighthead Prop
72,14,0,8,12,3,2,0,1,1,1,1,0,1,0,0,0,8,M008,Lions,LIO_08,Lions Player 08,Number 8
80,7,0,8,46,0,0,0,0,0,1,0,0,0,0,0,0,0,M008,Lions,LIO_19,Lions Player 19,Lock
72,9,4,8,52,3,4,1,0,0,1,0,0,0,0,0,0,0,M008,Lions,LIO_24,Lions Player 24,Scrum-half
66,7,0,7,13,0,0,0,0,2,2,0,0,0,0,0,0,0,M008,Lions,LIO_01,Lions Player 01,Loosehead Prop
64,12,3,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,M008,Lions,LIO_03,Lions Player 03,Tighthead Prop
77,1,3,13,17,0,0,0,0,0,2,0,0,0,0,0,0,0,M008,Lions,LIO_02,Lions Player 02,Hooker
74,14,4,11,23,0,0,1,0,0,1,0,0,0,0,0,0,0,M008,Lions,LIO_22,Lions Player 22,Openside Flanker
80,7,4,3,35,0,0,1,2,0,1,2,0,0,0,0,0,10,M008,Lions,LIO_20,Lions Player 20,Lock
43,9,0,8,76,0,0,2,3,0,0,0,0,0,0,1,0,0,M008,Lions,LIO_23,Lions Player 23,Number 8
71,14,3,3,89,1,4,2,0,0,0,0,0,0,0,0,0,0,M008,Lions,LIO_14,Lions Player 14,Right Wing
52,15,1,8,0,0,0,0,2,1,1,0,0,0,0,0,0,0,M008,Lions,LIO_06,Lions Player 06,Blindside Flanker
65,18,1,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,M008,Lions,LIO_16,Lions Player 16,Loosehead Prop
80,3,0,10,45,2,4,3,0,1,1,1,1,0,0,0,0,7,M008,Lions,LIO_09,Lions Player 09,Scrum-half
65,14,0,7,25,1,0,1,1,1,0,0,1,0,0,0,0,2,M008,Lions,LIO_04,Lions Player 04,Lock
51,2,1,10,77,0,3,0,0,2,0,1,0,0,0,0,0,5,M008,Sharks,SHA_09,Sharks Player 09,Scrum-half
65,15,2,9,16,0,0,1,0,0,0,0,0,0,0,0,0,0,M008,Sharks,SHA_22,Sharks Player 22,Openside Flanker
67,14,2,10,4,0,1,0,0,0,3,0,0,0,0,0,0,0,M008,Sharks,SHA_16,Sharks Player 16,Loosehead Prop
79,5,2,10,21,0,3,1,0,1,1,0,0,0,0,0,0,0,M008,Sharks,SHA_07,Sharks Player 07,Openside Flanker
68,12,3,10,3,2,1,2,1,1,2,0,0,0,0,0,0,0,M008,Sharks,SHA_18,Sharks Player 18,Tighthead Prop
62,13,2,8,51,1,0,0,1,0,0,0,0,0,0,0,0,0,M008,Sharks,SHA_05,Sharks Player 05,Lock
80,13,0,12,21,3,5,0,1,1,2,0,0,0,0,0,0,0,M008,Sharks,SHA_19,Sharks Player 19,Lock
56,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,M008,Sharks,SHA_23,Sharks Player 23,Number 8
54,13,1,6,20,0,1,2,0,0,1,0,1,0,0,1,0,2,M008,Sharks,SHA_08,Sharks Player 08,Number 8
62,17,4,7,53,0,0,2,1,0,1,1,0,0,0,0,1,5,M008,Sharks,SHA_21,Sharks Player 21,Blindside Flanker
51,0,1,5,80,0,1,1,0,0,0,0,0,0,0,0,0,0,M008,Sharks,SHA_13,Sharks Player 13,Outside Centre
57,1,0,5,45,1,1,1,1,0,0,1,0,0,0,0,0,5,M008,Sharks,SHA_24,Sharks Player 24,Scrum-half
68,19,1,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,M008,Sharks,SHA_04,Sharks Player 04,Lock
69,6,1,6,12,0,0,1,1,0,1,0,1,0,0,0,0,2,M008,Sharks,SHA_02,Sharks Player 02,Hooker
62,12,2,6,41,2,0,0,0,1,1,0,0,0,0,0,0,0,M008,Sharks,SHA_12,Sharks Player 12,Inside Centre
78,4,1,2,41,1,5,0,0,0,0,0,0,0,0,0,0,0,M009,Bulls,BUL_14,Bulls Player 14,Right Wing
73,6,1,5,36,1,6,1,1,0,0,0,1,0,0,0,0,2,M009,Bulls,BUL_12,Bulls Player 12,Inside Centre
74,14,1,1,73,0,2,1,0,0,0,0,0,0,0,0,0,0,M009,Bulls,BUL_25,Bulls Player 25,Fly-half
40,10,3,13,42,0,1,0,1,1,0,0,0,0,0,0,0,0,M009,Bulls,BUL_23,Bulls Player 23,Number 8
53,8,3,4,17,1,2,1,1,0,2,0,0,0,0,1,0,0,M009,Bulls,BUL_15,Bulls Player 15,Fullback
70,15,0,9,55,0,0,2,1,0,2,0,0,0,0,0,0,0,M009,Bulls,BUL_02,Bulls Player 02,Hooker
51,19,3,8,46,0,1,0,0,0,0,0,0,0,0,0,0,0,M009,Bulls,BUL_04,Bulls Player 04,Lock
65,15,0,10,47,1,0,1,1,0,1,0,0,0,0,0,0,0,M009,Bulls,BUL_20,Bulls Player 20,Lock
56,8,4,2,56,1,0,1,1,1,0,0,0,0,0,0,0,0,M009,Bulls,BUL_13,Bulls Player 13,Outside Centre
80,6,0,4,103,1,0,1,0,0,1,0,0,0,0,0,0,0,M009,Bulls,BUL_11,Bulls Player 11,Left Wing
68,10,1,14,84,0,0,0,0,0,0,0,0,0,0,0,0,0,M009,Bulls,BUL_17,Bulls Player 17,Hooker
61,17,1,7,0,0,0,2,3,0,0,0,0,0,0,0,0,0,M009,Bulls,BUL_22,Bulls Player 22,Openside Flanker
70,17,0,11,6,2,4,0,0,0,2,0,0,0,0,0,0,0,M009,Bulls,BUL_18,Bulls Player 18,Tighthead Prop
67,7,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,M009,Bulls,BUL_19,Bulls Player 19,Lock
64,3,3,10,32,0,2,2,1,0,0,0,0,1,0,0,0,3,M009,Bulls,BUL_24,Bulls Player 24,Scrum-half
65,20,0,12,19,1,1,1,0,0,2,1,0,0,0,0,0,5,M009,Griquas,GRI_07,Griquas Player 07,Openside Flanker
73,9,1,9,0,0,3,1,1,0,0,1,0,0,0,0,0,5,M009,Griquas,GRI_18,Griquas Player 18,Tighthead Prop
80,14,0,11,45,1,0,0,0,0,0,0,0,0,0,0,0,0,M009,Griquas,GRI_15,Griquas Player 15,Fullback
69,0,1,9,28,0,1,0,1,0,2,1,0,0,0,0,0,5,M009,Griquas,GRI_05,Griquas Player 05,Lock
71,3,1,0,87,1,3,1,1,0,0,0,0,0,0,0,0,0,M009,Griquas,GRI_14,Griquas Player 14,Right Wing
66,19,0,7,36,0,0,0,1,1,0,0,0,0,0,0,0,0,M009,Griquas,GRI_06,Griquas Player 06,Blindside Flanker
77,0,4,6,78,0,8,2,0,0,1,0,1,0,0,0,0,2,M009,Griquas,GRI_09,Griquas Player 09,Scrum-half
70,6,0,6,27,0,1,0,0,0,0,1,1,0,0,1,0,7,M009,Griquas,GRI_23,Griquas Player 23,Number 8
62,10,1,7,0,1,2,2,3,0,0,1,0,0,0,0,0,5,M009,Griquas,GRI_08,Griquas Player 08,Number 8
69,21,3,7,15,0,0,0,1,1,1,0,0,0,0,0,0,0,M009,Griquas,GRI_03,Griquas Player 03,Tighthead Prop
80,0,2,9,36,1,1,2,1,0,0,0,0,0,0,0,0,0,M009,Griquas,GRI_17,Griquas Player 17,Hooker
60,0,0,5,103,1,4,0,0,0,0,0,0,0,0,0,0,0,M009,Griquas,GRI_13,Griquas Player 13,Outside Centre
48,13,1,11,0,1,4,1,0,0,0,0,0,0,0,0,0,0,M009,Griquas,GRI_19,Griquas Player 19,Lock
63,10,0,5,45,2,0,0,0,0,2,0,0,0,0,0,0,0,M009,Griquas,GRI_02,Griquas Player 02,Hooker
60,6,0,13,25,0,1,2,0,0,1,0,0,0,0,0,0,0,M009,Griquas,GRI_01,Griquas Player 01,Loosehead Prop
63,3,2,12,52,2,1,2,0,0,2,1,0,0,0,0,0,5,M010,Pumas,PUM_18,Pumas Player 18,Tighthead Prop
49,2,1,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,M010,Pumas,PUM_01,Pumas Player 01,Loosehead Prop
80,16,4,1,27,0,0,0,1,0,1,0,0,0,0,0,0,0,M010,Pumas,PUM_03,Pumas Player 03,Tighthead Prop
60,7,1,11,34,0,3,0,0,1,1,0,0,0,0,0,0,0,M010,Pumas,PUM_08,Pumas Player 08,Number 8
54,18,1,8,44,1,3,2,1,0,0,0,0,0,0,0,0,0,M010,Pumas,PUM_06,Pumas Player 06,Blindside Flanker
67,10,1,2,81,0,3,1,0,0,0,0,0,0,0,0,0,0,M010,Pumas,PUM_14,Pumas Player 14,Right Wing
64,12,3,9,21,1,0,0,2,1,0,0,0,0,0,0,0,0,M010,Pumas,PUM_16,Pumas Player 16,Loosehead Prop
52,10,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,M010,Pumas,PUM_19,Pumas Player 19,Lock
62,16,3,3,43,1,4,1,0,1,0,0,0,0,0,0,0,0,M010,Pumas,PUM_07,Pumas Player 07,Openside Flanker
64,16,3,9,79,2,3,2,0,0,0,0,0,0,0,0,0,0,M010,Pumas,PUM_13,Pumas Player 13,Outside Centre
76,6,1,5,55,3,0,1,1,0,2,0,2,0,0,0,0,4,M010,Pumas,PUM_15,Pumas Player 15,Fullback
73,5,2,9,61,2,2,0,1,0,0,0,0,0,0,0,0,0,M010,Pumas,PUM_24,Pumas Player 24,Scrum-half
71,7,0,12,37,2,3,1,0,1,1,1,0,0,1,0,0,8,M010,Pumas,PUM_23,Pumas Player 23,Number 8
62,6,2,8,28,0,1,2,0,0,0,0,0,0,0,0,0,0,M010,Pumas,PUM_17,Pumas Player 17,Hooker
59,16,1,8,30,1,0,1,2,0,1,0,0,0,0,0,0,0,M010,Pumas,PUM_20,Pumas Player 20,Lock
64,5,2,4,33,1,3,1,1,0,1,1,1,0,0,0,0,7,M010,Cheetahs,CHE_13,Cheetahs Player 13,Outside Centre
60,5,0,12,40,2,3,0,0,1,0,0,0,0,0,0,0,0,M010,Cheetahs,CHE_09,Cheetahs Player 09,Scrum-half
79,9,0,6,58,1,5,1,1,0,1,0,0,0,0,1,0,0,M010,Cheetahs,CHE_15,Cheetahs Player 15,Fullback
60,3,0,10,23,1,2,2,0,0,0,0,2,1,0,0,0,7,M010,Cheetahs,CHE_10,Cheetahs Player 10,Fly-half
80,10,0,6,85,2,2,0,2,0,0,0,0,1,0,0,0,3,M010,Cheetahs,CHE_14,Cheetahs Player 14,Right Wing
65,18,2,13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,M010,Cheetahs,CHE_18,Cheetahs Player 18,Tighthead Prop
74,19,1,7,13,1,0,0,2,0,1,1,0,0,0,0,0,5,M010,Cheetahs,CHE_16,Cheetahs Player 16,Loosehead Prop
72,6,2,6,42,1,2,1,0,0,2,0,0,0,0,0,0,0,M010,Cheetahs,CHE_05,Cheetahs Player 05,Lock
61,11,1,11,38,0,0,1,2,0,0,0,0,0,0,0,0,0,M010,Cheetahs,CHE_07,Cheetahs Player 07,Openside Flanker
80,9,2,8,9,1,1,1,1,0,3,0,0,1,0,1,0,3,M010,Cheetahs,CHE_22,Cheetahs Player 22,Openside Flanker
79,12,2,2,77,0,0,0,3,0,2,0,0,0,0,0,0,0,M010,Cheetahs,CHE_04,Cheetahs Player 04,Lock
68,14,1,7,44,0,0,0,0,0,3,0,0,0,0,0,0,0,M010,Cheetahs,CHE_01,Cheetahs Player 01,Loosehead Prop
80,14,0,10,8,0,0,1,0,1,0,0,0,0,0,0,0,0,M010,Cheetahs,CHE_19,Cheetahs Player 19,Lock
66,1,2,4,44,1,5,1,0,1,0,0,0,0,0,0,0,0,M010,Cheetahs,CHE_12,Cheetahs Player 12,Inside Centre
74,5,3,6,2,0,3,1,2,0,0,0,1,0,0,0,0,2,M010,Cheetahs,CHE_24,Cheetahs Player 24,Scrum-half
47,10,2,6,20,0,2,0,0,1,2,0,0,0,0,0,0,0,M011,Griffons,GRI_24,Griffons Player 24,Scrum-half
63,8,1,10,33,2,2,1,0,0,0,0,2,0,0,0,0,4,M011,Griffons,GRI_11,Griffons Player 11,Left Wing
76,6,2,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,M011,Griffons,GRI_02,Griffons Player 02,Hooker
68,1,0,7,36,0,6,1,1,1,3,0,0,0,0,0,0,0,M011,Griffons,GRI_23,Griffons Player 23,Number 8
69,11,0,6,7,0,0,0,1,0,1,0,0,0,0,0,0,0,M011,Griffons,GRI_19,Griffons Player 19,Lock
62,8,0,4,35,0,2,1,2,0,1,0,0,0,0,0,0,0,M011,Griffons,GRI_16,Griffons Player 16,Loosehead Prop
70,15,0,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,M011,Griffons,GRI_17,Griffons Player 17,Hooker
74,9,0,9,4,0,3,1,1,0,1,0,0,0,0,0,0,0,M011,Griffons,GRI_21,Griffons Player 21,Blindside Flanker
80,13,2,13,36,0,0,1,0,0,2,0,0,0,0,0,0,0,M011,Griffons,GRI_06,Griffons Player 06,Blindside Flanker
46,12,3,11,0,1,0,0,0,1,2,0,0,0,0,0,0,0,M011,Griffons,GRI_22,Griffons Player 22,Openside Flanker
75,11,2,2,50,2,2,1,0,0,0,1,0,0,0,0,0,5,M011,Griffons,GRI_09,Griffons Player 09,Scrum-half
71,10,3,13,22,0,0,0,0,1,1,0,0,0,0,0,0,0,M011,Griffons,GRI_20,Griffons Player 20,Lock
73,20,1,9,29,2,0,1,1,1,0,0,0,0,0,0,0,0,M011,Griffons,GRI_03,Griffons Player 03,Tighthead Prop
67,4,1,1,46,2,0,2,1,0,0,0,1,0,0,0,0,2,M011,Griffons,GRI_14,Griffons Player 14,Right Wing
75,7,2,8,71,1,2,1,0,0,0,0,0,0,0,0,0,0,M011,Griffons,GRI_10,Griffons Player 10,Fly-half
51,15,2,11,84,2,0,2,1,0,0,0,0,0,0,0,0,0,M011,Lions,LIO_03,Lions Player 03,Tighthead Prop
47,11,3,8,43,0,1,0,0,0,1,0,0,0,0,0,0,0,M011,Lions,LIO_22,Lions Player 22,Openside Flanker
68,15,1,9,65,0,1,0,0,1,0,0,1,0,0,0,0,2,M011,Lions,LIO_08,Lions Player 08,Number 8
50,8,2,5,67,1,1,1,1,0,1,0,0,0,0,0,0,0,M011,Lions,LIO_13,Lions Player 13,Outside Centre
65,13,1,11,9,0,0,1,2,0,2,1,0,0,0,0,0,5,M011,Lions,LIO_04,Lions Player 04,Lock
70,7,5,7,41,0,0,0,1,1,0,0,1,0,0,0,0,2,M011,Lions,LIO_19,Lions Player 19,Lock
51,10,1,9,27,0,2,1,1,0,1,0,0,1,0,0,0,3,M011,Lions,LIO_23,Lions Player 23,Number 8
63,17,1,12,44,0,0,1,0,0,1,0,0,0,0,0,0,0,M011,Lions,LIO_02,Lions Player 02,Hooker
50,19,2,4,90,0,1,0,0,1,0,0,1,0,0,0,0,2,M011,Lions,LIO_25,Lions Player 25,Fly-half
72,8,0,2,79,1,3,0,0,0,0,0,0,0,0,0,0,0,M011,Lions,LIO_14,Lions Player 14,Right Wing
80,8,1,10,115,0,5,1,1,1,0,0,0,0,0,1,0,0,M011,Lions,LIO_11,Lions Player 11,Left Wing
59,10,2,0,40,1,2,0,1,0,1,0,1,0,0,0,0,2,M011,Lions,LIO_10,Lions Player 10,Fly-half
63,15,1,6,29,2,0,0,2,0,1,0,0,0,0,0,0,0,M011,Lions,LIO_16,Lions Player 16,Loosehead Prop
63,11,1,4,16,0,1,0,1,0,0,1,0,0,0,0,0,5,M011,Lions,LIO_09,Lions Player 09,Scrum-half
60,10,0,7,43,0,2,1,0,2,1,0,0,0,0,1,0,0,M011,Lions,LIO_06,Lions Player 06,Blindside Flanker
74,6,1,13,45,1,3,0,1,0,0,0,0,0,0,0,0,0,M012,Stormers,STO_07,Stormers Player 07,Openside Flanker
80,15,0,9,31,0,0,0,0,1,0,0,0,0,0,0,0,0,M012,Stormers,STO_22,Stormers Player 22,Openside Flanker
66,18,0,7,41,0,1,0,1,1,0,0,0,0,0,0,0,0,M012,Stormers,STO_23,Stormers Player 23,Number 8
61,1,0,6,47,2,1,1,0,0,0,1,0,0,0,0,0,5,M012,Stormers,STO_11,Stormers Player 11,Left Wing
70,11,1,7,40,0,3,0,1,0,2,0,0,0,0,0,0,0,M012,Stormers,STO_08,Stormers Player 08,Number 8
69,3,1,4,56,1,2,0,0,1,1,0,0,0,0,0,0,0,M012,Stormers,STO_09,Stormers Player 09,Scrum-half
66,14,1,5,51,3,3,1,0,1,1,0,1,0,0,0,0,2,M012,Stormers,STO_13,Stormers Player 13,Outside Centre
57,18,0,5,0,0,1,0,1,0,2,1,0,0,0,0,0,5,M012,Stormers,STO_05,Stormers Player 05,Lock
49,8,0,5,68,1,1,1,0,1,0,0,1,1,0,0,0,5,M012,Stormers,STO_10,Stormers Player 10,Fly-half
79,2,1,0,74,1,0,0,0,0,1,0,3,1,0,0,0,9,M012,Stormers,STO_15,Stormers Player 15,Fullback
75,10,0,14,32,0,0,0,2,0,2,0,0,0,0,0,0,0,M012,Stormers,STO_06,Stormers Player 06,Blindside Flanker
80,17,0,3,24,0,1,0,1,1,1,0,0,0,0,0,0,0,M012,Stormers,STO_19,Stormers Player 19,Lock
66,11,0,12,73,0,1,0,0,1,1,0,0,0,0,0,0,0,M012,Stormers,STO_02,Stormers Player 02,Hooker
72,14,0,8,8,0,4,1,1,0,0,1,0,0,0,0,0,5,M012,Stormers,STO_01,Stormers Player 01,Loosehead Prop
65,11,1,11,40,0,3,0,1,1,0,0,0,0,0,0,0,0,M012,Stormers,STO_21,Stormers Player 21,Blindside Flanker
52,7,0,12,25,0,0,2,0,1,1,1,0,0,0,0,0,5,M012,Sharks,SHA_20,Sharks Player 20,Lock
57,10,0,11,67,2,3,0,0,0,3,0,0,0,0,0,0,0,M012,Sharks,SHA_19,Sharks Player 19,Lock
72,11,0,9,51,0,2,0,1,0,1,1,1,0,0,0,0,7,M012,Sharks,SHA_04,Sharks Player 04,Lock
63,12,0,8,13,0,4,0,1,0,1,0,0,0,0,0,0,0,M012,Sharks,SHA_03,Sharks Player 03,Tighthead Prop
55,22,1,4,48,0,2,0,0,1,1,0,0,0,0,0,0,0,M012,Sharks,SHA_18,Sharks Player 18,Tighthead Prop
53,15,2,8,65,0,0,1,1,0,1,0,1,0,0,0,0,2,M012,Sharks,SHA_07,Sharks Player 07,Openside Flanker
63,11,1,10,21,0,0,0,1,1,1,1,0,0,0,0,0,5,M012,Sharks,SHA_17,Sharks Player 17,Hooker
60,11,2,7,35,2,7,0,0,0,1,0,0,0,0,0,0,0,M012,Sharks,SHA_09,Sharks Player 09,Scrum-half
62,19,2,8,27,0,3,0,0,1,1,0,0,0,0,0,0,0,M012,Sharks,SHA_05,Sharks Player 05,Lock
68,0,1,2,72,2,0,2,3,0,0,0,0,0,0,0,0,0,M012,Sharks,SHA_12,Sharks Player 12,Inside Centre
80,2,1,3,56,0,0,2,0,0,0,0,0,1,0,0,0,3,M012,Sharks,SHA_15,Sharks Player 15,Fullback
64,8,1,10,24,0,1,0,0,0,2,0,0,0,0,0,0,0,M012,Sharks,SHA_02,Sharks Player 02,Hooker
70,16,2,10,14,0,0,1,0,0,2,0,0,0,0,0,0,0,M012,Sharks,SHA_23,Sharks Player 23,Number 8
63,5,0,8,28,0,0,0,2,0,0,0,0,0,0,0,0,0,M012,Sharks,SHA_06,Sharks Player 06,Blindside Flanker
65,7,0,1,64,1,3,1,0,0,0,0,0,0,0,0,0,0,M012,Sharks,SHA_24,Sharks Player 24,Scrum-half
68,9,0,2,57,1,4,1,0,0,2,0,0,1,0,0,0,3,M013,Cheetahs,CHE_15,Cheetahs Player 15,Fullback
66,12,2,5,7,0,5,0,1,0,3,0,0,0,0,0,0,0,M013,Cheetahs,CHE_18,Cheetahs Player 18,Tighthead Prop
65,11,6,8,37,0,1,0,0,2,2,0,0,0,0,0,0,0,M013,Cheetahs,CHE_23,Cheetahs Player 23,Number 8
69,12,4,7,33,0,4,0,0,0,0,2,1,0,1,0,0,15,M013,Cheetahs,CHE_10,Cheetahs Player 10,Fly-half
50,13,1,10,41,2,0,0,1,0,0,0,0,0,0,0,0,0,M013,Cheetahs,CHE_20,Cheetahs Player 20,Lock
80,7,2,6,64,0,0,0,0,1,0,0,0,0,0,0,0,0,M013,Cheetahs,CHE_17,Cheetahs Player 17,Hooker
66,13,0,6,33,0,0,2,1,2,1,0,0,0,0,0,0,0,M013,Cheetahs,CHE_01,Cheetahs Player 01,Loosehead Prop
55,0,1,6,12,2,2,0,0,1,0,0,0,0,0,1,0,0,M013,Cheetahs,CHE_24,Cheetahs Player 24,Scrum-half
43,13,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,5,M013,Cheetahs,CHE_22,Cheetahs Player 22,Openside Flanker
80,17,1,7,37,1,4,0,0,0,1,0,0,0,0,0,0,0,M013,Cheetahs,CHE_04,Cheetahs Player 04,Lock
70,2,1,9,73,0,2,0,3,0,0,0,2,0,0,0,0,4,M013,Cheetahs,CHE_25,Cheetahs Player 25,Fly-half
80,14,2,7,54,0,0,0,1,0,2,0,0,0,0,0,0,0,M013,Cheetahs,CHE_03,Cheetahs Player 03,Tighthead Prop
59,22,1,4,59,0,2,2,1,0,2,1,0,0,0,0,0,5,M013,Cheetahs,CHE_05,Cheetahs Player 05,Lock
68,14,0,13,40,0,1,0,2,2,1,0,0,0,0,0,0,0,M013,Cheetahs,CHE_02,Cheetahs Player 02,Hooker
73,8,0,8,76,1,5,0,1,0,0,0,0,0,0,0,0,0,M013,Cheetahs,CHE_12,Cheetahs Player 12,Inside Centre
61,12,0,6,66,1,5,1,0,2,0,1,0,0,0,0,0,5,M013,Bulls,BUL_24,Bulls Player 24,Scrum-half
64,12,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,M013,Bulls,BUL_18,Bulls Player 18,Tighthead Prop
68,16,2,11,55,2,0,0,0,0,2,0,0,0,0,0,0,0,M013,Bulls,BUL_05,Bulls Player 05,Lock
71,14,2,10,121,2,3,1,0,2,0,1,0,0,0,0,0,5,M013,Bulls,BUL_09,Bulls Player 09,Scrum-half
65,9,0,7,66,3,1,0,0,0,2,0,2,1,0,0,0,7,M013,Bulls,BUL_10,Bulls Player 10,Fly-half
70,11,2,9,20,0,1,1,0,0,1,1,0,0,0,0,0,5,M013,Bulls,BUL_20,Bulls Player 20,Lock
60,7,3,16,3,1,0,1,0,0,0,0,0,0,0,0,0,0,M013,Bulls,BUL_07,Bulls Player 07,Openside Flanker
66,7,0,7,93,0,5,2,0,0,1,0,0,0,0,0,0,0,M013,Bulls,BUL_11,Bulls Player 11,Left Wing
62,17,0,9,48,0,0,0,1,1,0,0,0,0,0,0,0,0,M013,Bulls,BUL_19,Bulls Player 19,Lock
60,7,2,10,21,0,1,0,1,1,0,0,0,0,0,0,0,0,M013,Bulls,BUL_22,Bulls Player 22,Openside Flanker
52,7,1,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,M013,Bulls,BUL_16,Bulls Player 16,Loosehead Prop
72,17,1,12,52,0,0,1,0,0,0,0,0,0,0,1,0,0,M013,Bulls,BUL_08,Bulls Player 08,Number 8
63,9,0,15,71,0,4,0,1,0,0,0,0,0,0,0,0,0,M013,Bulls,BUL_23,Bulls Player 23,Number 8
59,3,1,5,18,1,3,0,1,2,1,0,0,0,0,0,0,0,M013,Bulls,BUL_01,Bulls Player 01,Loosehead Prop
64,13,0,8,0,0,2,0,1,0,1,0,0,0,0,0,0,0,M013,Bulls,BUL_02,Bulls Player 02,Hooker
73,10,0,10,40,1,8,1,0,0,2,1,0,0,0,0,0,5,M014,Lions,LIO_14,Lions Player 14,Right Wing
54,6,2,5,58,1,4,2,1,0,1,0,0,0,0,0,0,0,M014,Lions,LIO_09,Lions Player 09,Scrum-half
77,11,0,9,27,0,2,1,0,0,0,0,0,0,0,0,0,0,M014,Lions,LIO_02,Lions Player 02,Hooker
74,6,2,6,0,0,0,0,0,1,2,0,1,0,0,0,0,2,M014,Lions,LIO_01,Lions Player 01,Loosehead Prop
80,3,3,3,51,3,1,3,0,1,1,0,0,0,0,0,0,0,M014,Lions,LIO_11,Lions Player 11,Left Wing
72,9,3,5,42,0,0,0,0,0,2,1,1,0,0,0,0,7,M014,Lions,LIO_05,Lions Player 05,Lock
66,6,2,7,44,2,0,0,3,0,0,1,0,1,0,0,0,8,M014,Lions,LIO_24,Lions Player 24,Scrum-half
75,3,4,13,10,1,2,1,0,0,2,0,0,0,0,0,0,0,M014,Lions,LIO_06,Lions Player 06,Blindside Flanker
71,7,5,2,55,1,2,0,1,0,0,0,1,0,0,0,0,2,M014,Lions,LIO_15,Lions Player 15,Fullback
72,11,0,4,41,0,3,0,0,0,1,0,2,1,1,0,0,10,M014,Lions,LIO_25,Lions Player 25,Fly-half
72,11,0,9,34,0,0,2,1,0,0,0,0,0,0,0,0,0,M014,Lions,LIO_19,Lions Player 19,Lock
59,7,3,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,M014,Lions,LIO_22,Lions Player 22,Openside Flanker
54,16,2,6,5,0,0,1,0,1,0,0,0,0,0,0,0,0,M014,Lions,LIO_23,Lions Player 23,Number 8
61,5,0,6,69,0,4,0,0,1,0,0,0,0,0,0,0,0,M014,Lions,LIO_13,Lions Player 13,Outside Centre
78,7,1,9,42,0,0,0,1,2,0,0,0,0,0,0,0,0,M014,Lions,LIO_03,Lions Player 03,Tighthead Prop
53,6,2,11,54,0,0,2,0,0,0,1,0,0,0,1,0,5,M014,Griquas,GRI_18,Griquas Player 18,Tighthead Prop
78,10,3,10,0,1,4,1,0,0,1,0,0,0,0,0,0,0,M014,Griquas,GRI_02,Griquas Player 02,Hooker
60,5,3,10,62,1,2,1,0,1,1,0,0,0,0,0,0,0,M014,Griquas,GRI_12,Griquas Player 12,Inside Centre
58,15,0,5,32,0,0,0,1,0,0,1,0,0,0,0,0,5,M014,Griquas,GRI_19,Griquas Player 19,Lock
59,5,0,6,82,2,5,0,1,0,2,1,2,1,0,0,0,12,M014,Griquas,GRI_25,Griquas Player 25,Fly-half
80,9,1,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,M014,Griquas,GRI_05,Griquas Player 05,Lock
52,5,0,11,39,0,5,0,0,0,2,0,0,0,0,0,0,0,M014,Griquas,GRI_14,Griquas Player 14,Right Wing
59,12,0,9,42,1,0,2,1,0,2,0,0,0,0,0,0,0,M014,Griquas,GRI_20,Griquas Player 20,Lock
80,8,1,5,3,1,5,0,1,0,1,0,0,0,0,0,0,0,M014,Griquas,GRI_24,Griquas Player 24,Scrum-half
60,5,2,3,45,1,0,2,0,0,0,0,0,1,0,0,0,3,M014,Griquas,GRI_10,Griquas Player 10,Fly-half
80,9,4,5,63,0,1,1,0,1,0,0,0,0,0,0,0,0,M014,Griquas,GRI_06,Griquas Player 06,Blindside Flanker
71,10,2,5,64,1,4,1,0,0,0,1,0,0,0,0,0,5,M014,Griquas,GRI_13,Griquas Player 13,Outside Centre
62,12,1,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,M014,Griquas,GRI_01,Griquas Player 01,Loosehead Prop
79,6,0,2,48,0,2,1,2,0,1,1,2,0,0,0,0,9,M014,Griquas,GRI_15,Griquas Player 15,Fullback
